moNo,crime,moBin
20,VEHICULAR ASSAULT 2ND|E,1
20,VEHICULAR MANSLAUGHTER 2ND|D,3
21,AGGRAVATED CRIM CONTEMPT|D,2
21,ARSON 3RD (HATE CRIME)|B,1
21,ARSON 3RD|C,2
21,ASSAULT 1ST|B,9
21,ASSAULT 1ST|C,1
21,ASSAULT 2ND|D,9
21,ATT AGGRAVATED SEXUAL ABUSE 1ST|C,1
21,ATT ARSON 3RD|D,1
21,ATT ASSAULT 1ST|C,2
21,ATT ASSAULT 2ND|E,10
21,ATT BURGLARY 1ST|C,1
21,ATT BURGLARY 2ND|D,9
21,ATT BURGLARY 3RD|E,10
21,ATT CONSPIRACY 2ND|C,1
21,ATT COURSE SEX CONDUCT-CHILD 1ST|C,1
21,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,10
21,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,3
21,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,10
21,ATT CRIM POSS FORGED INST 2ND|E,1
21,ATT CRIM POSS MARIHUANA 2ND|E,1
21,ATT CRIM POSS STOLEN PROP 3RD|E,2
21,ATT CRIM POSS WEAP 2ND|D,1
21,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,2
21,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,6
21,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,40
21,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,14
21,ATT ESCAPE 1ST|E,1
21,ATT FORGERY 2ND|E,2
21,ATT GANG ASSAULT 2ND|D,1
21,ATT GRAND LARCENY - NOT AUTO 3RD|E,2
21,ATT MANSLAUGHTER 2ND|D,1
21,ATT MURDER 2ND|B,8
21,ATT RAPE 1ST|C,2
21,ATT RECKLESS ENDANGERMENT 1ST|E,1
21,ATT ROBBERY 1ST|C,2
21,ATT ROBBERY 2ND|D,15
21,ATT ROBBERY 3RD|E,6
21,ATT SEXUAL ABUSE 1ST|E,1
21,BRIBERY 3RD|D,1
21,BURGLARY 1ST|B,2
21,BURGLARY 2ND SUB 2|C,1
21,BURGLARY 2ND|C,9
21,BURGLARY 3RD|D,18
21,COURSE SEX CONDUCT-CHILD 1ST|B,2
21,CRIM CONTEMPT 1ST|E,6
21,CRIM MISCHIEF 2ND|D,1
21,CRIM NEGLIGENT HOMICIDE|E,1
21,CRIM NUISANCE 1ST|E,1
21,CRIM POSS CONTR SUBSTANCE 1ST|A1,1
21,CRIM POSS CONTR SUBSTANCE 2ND|A2,11
21,CRIM POSS CONTR SUBSTANCE 3RD|B,31
21,CRIM POSS CONTR SUBSTANCE 4TH|C,7
21,CRIM POSS CONTR SUBSTANCE 5TH|D,31
21,CRIM POSS FORGED INST 2ND|D,4
21,CRIM POSS MARIHUANA 1ST|C,1
21,CRIM POSS MARIHUANA 2ND|D,1
21,CRIM POSS MARIHUANA 3RD|E,2
21,CRIM POSS STOLEN PROP 3RD|D,5
21,CRIM POSS STOLEN PROP 4TH|E,7
21,CRIM POSS WEAP 2ND|C,5
21,CRIM POSS WEAP 3RD SUB 1 2 3|D,5
21,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,9
21,CRIM SALE CONTR SUBS - SCHOOL|B,5
21,CRIM SALE CONTR SUBSTANCE 2ND|A2,10
21,CRIM SALE CONTR SUBSTANCE 3RD|B,46
21,CRIM SALE CONTR SUBSTANCE 4TH|C,3
21,CRIM SALE CONTR SUBSTANCE 5TH|D,40
21,CRIM SALE MARIHUANA 3RD|E,1
21,CRIM TAMPERING 1ST|D,1
21,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,16
21,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,9
21,ENTERPRISE CORRUPTION|B,1
21,FORGERY 2ND|D,9
21,GANG ASSAULT 1ST|B,1
21,GRAND LARCENY - AUTO 4TH|E,2
21,GRAND LARCENY - NOT AUTO 2ND|C,1
21,GRAND LARCENY - NOT AUTO 3RD|D,5
21,GRAND LARCENY - NOT AUTO 4TH|E,16
21,INSURANCE FRAUD 3RD|D,1
21,JO - MANSLAUGHTER 1ST|B,1
21,JO - MURDER 2ND|A1,1
21,MANSLAUGHTER 1ST|B,7
21,MANSLAUGHTER 2ND|C,3
21,MURDER 2ND|A1,9
21,PROM PRISON CONTRABAND 1ST|D,1
21,PROM SEXUAL PERF BY A CHILD|D,1
21,RAPE 1ST|B,4
21,RAPE 2ND|D,2
21,RAPE 3RD|E,8
21,RECKLESS ENDANGERMENT 1ST|D,2
21,ROBBERY 1ST|B,13
21,ROBBERY 2ND|C,9
21,ROBBERY 3RD|D,17
21,SCHEME TO DEFRAUD 1ST|E,1
21,SEXUAL ABUSE 1ST|D,3
21,SODOMY 1ST|B,7
21,SODOMY 3RD|E,2
21,VEHICULAR MANSLAUGHTER 2ND|D,2
22,AGG UNLIC OPER MV 1ST|E,2
22,AGGRAVATED CRIM CONTEMPT|D,2
22,ARSON 3RD|C,2
22,ARSON 4TH|E,1
22,ASSAULT 1ST|B,10
22,ASSAULT 2ND|D,23
22,ATT ARSON 2ND|C,2
22,ATT ASSAULT 1ST|C,4
22,ATT ASSAULT 1ST|D,1
22,ATT ASSAULT 2ND|E,14
22,ATT BURGLARY 1ST|C,3
22,ATT BURGLARY 2ND|D,17
22,ATT BURGLARY 3RD|E,10
22,ATT CONSPIRACY 2ND|C,3
22,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,20
22,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,5
22,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,24
22,ATT CRIM POSS FORGED INST 2ND|E,1
22,ATT CRIM POSS STOLEN PROP 3RD|E,1
22,ATT CRIM POSS WEAP 2ND|D,1
22,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,5
22,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,7
22,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,50
22,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,16
22,ATT ENTERPRISE CORRUPTION|C,1
22,ATT GRAND LARCENY - NOT AUTO 3RD|E,6
22,ATT JO - MURDER 2ND|B,1
22,ATT KIDNAPPING 2ND|C,1
22,ATT MURDER 2ND|B,11
22,ATT PERJURY 1ST|E,1
22,ATT PROM PRISON CONTRABAND 1ST|E,2
22,ATT PROM PROSTITUTION 2ND|D,1
22,ATT ROBBERY 1ST|C,10
22,ATT ROBBERY 2ND|D,21
22,ATT ROBBERY 3RD|E,5
22,ATT SEXUAL ABUSE 1ST|E,4
22,ATT SODOMY 1ST|C,3
22,AUTO STRIPPING 2ND|E,1
22,BAIL JUMPING 1ST|D,1
22,BAIL JUMPING 2ND|E,2
22,BURGLARY 1ST|B,1
22,BURGLARY 2ND|C,11
22,BURGLARY 3RD|D,21
22,COERCION 1ST|D,1
22,CONSPIRACY 2ND|B,3
22,CONSPIRACY 4TH|E,2
22,CRIM CONTEMPT 1ST|E,8
22,CRIM MISCHIEF 2ND|D,1
22,CRIM MISCHIEF 3RD|E,3
22,CRIM POSS CONTR SUBSTANCE 2ND|A2,24
22,CRIM POSS CONTR SUBSTANCE 3RD|B,41
22,CRIM POSS CONTR SUBSTANCE 4TH|C,6
22,CRIM POSS CONTR SUBSTANCE 5TH|D,34
22,CRIM POSS FORGED INST 1ST|C,1
22,CRIM POSS FORGED INST 2ND|D,5
22,CRIM POSS MARIHUANA 1ST|C,1
22,CRIM POSS MARIHUANA 2ND|D,1
22,CRIM POSS MARIHUANA 3RD|E,2
22,CRIM POSS STOLEN PROP 3RD|D,3
22,CRIM POSS STOLEN PROP 4TH|E,10
22,CRIM POSS WEAP 2ND|C,5
22,CRIM POSS WEAP 3RD SUB 1 2 3|D,3
22,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,9
22,CRIM SALE CONTR SUBS - SCHOOL|B,8
22,CRIM SALE CONTR SUBSTANCE 1ST|A1,1
22,CRIM SALE CONTR SUBSTANCE 2ND|A2,16
22,CRIM SALE CONTR SUBSTANCE 3RD|B,62
22,CRIM SALE CONTR SUBSTANCE 4TH|C,1
22,CRIM SALE CONTR SUBSTANCE 5TH|D,58
22,CRIM SALE OF FIREARM 3 PRE-06|D,1
22,DRIV IMP/DRUGS-2ND OFFENSE|E,1
22,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,23
22,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,17
22,ENTERPRISE CORRUPTION|B,1
22,FORGERY 2ND|D,6
22,GANG ASSAULT 1ST|B,2
22,GRAND LARCENY - AUTO 3RD|D,2
22,GRAND LARCENY - AUTO 4TH|E,6
22,GRAND LARCENY - NOT AUTO 1ST|B,1
22,GRAND LARCENY - NOT AUTO 2ND|C,3
22,GRAND LARCENY - NOT AUTO 3RD|D,10
22,GRAND LARCENY - NOT AUTO 4TH|E,20
22,JO - MANSLAUGHTER 1ST|B,1
22,KIDNAPPING 2ND|B,3
22,LV SCENE OF ACC W/O REPORTING|E,2
22,MAKE FALSE REPORT RE STOLEN MV|E,1
22,MANSLAUGHTER 1ST|B,16
22,MANSLAUGHTER 2ND|C,5
22,MURDER 1ST|A1,1
22,MURDER 2ND|A1,15
22,PROM PRISON CONTRABAND 1ST|D,1
22,PROM PROSTITUTION 2ND|C,2
22,PROM PROSTITUTION 3RD|D,2
22,RAPE 1ST|B,1
22,RAPE 2ND|D,1
22,RAPE 3RD|E,4
22,RECKLESS ENDANGERMENT 1ST|D,1
22,ROBBERY 1ST|B,39
22,ROBBERY 2ND|C,19
22,ROBBERY 3RD|D,13
22,SEXUAL ABUSE 1ST|D,15
22,SODOMY 1ST|B,6
22,SODOMY 2ND|D,2
22,SODOMY 3RD|E,1
22,TAMPER WITH CONSUMER PROD 1ST|E,1
22,TAMPER WITH PHYS EVIDENCE|E,1
22,UNLAW IMPRISONMENT 1ST|E,1
22,VEHICULAR ASSAULT 2ND|E,1
22,VEHICULAR MANSLAUGHTER 1ST|C,1
22,WELFARE FRAUD 3RD|D,1
23,AGG UNLIC OPER MV 1ST|E,2
23,AGGRAVATED SEXUAL ABUSE 1ST|B,1
23,ARSON 2ND|B,1
23,ARSON 3RD|C,1
23,ASSAULT 1ST|B,10
23,ASSAULT 2ND|D,23
23,ATT ASSAULT 1ST|C,7
23,ATT ASSAULT 2ND|E,13
23,ATT BURGLARY 1ST|C,2
23,ATT BURGLARY 2ND|D,12
23,ATT BURGLARY 3RD|E,14
23,ATT CONSPIRACY 2ND|C,1
23,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,17
23,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,2
23,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,8
23,ATT CRIM POSS FORGED INST 1ST|D,1
23,ATT CRIM POSS FORGED INST 2ND|E,3
23,ATT CRIM POSS WEAP 2ND|D,2
23,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,6
23,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,11
23,ATT CRIM SALE CONTR SUBS - SCHOOL|C,1
23,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,48
23,ATT CRIM SALE CONTR SUBSTANCE 4TH|D,1
23,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,16
23,ATT CRIM SALE MARIHUANA 2ND|E,1
23,ATT FORGERY 2ND|E,4
23,ATT GANG ASSAULT 2ND|D,1
23,ATT GRAND LARCENY - NOT AUTO 3RD|E,3
23,ATT MURDER 2ND|B,11
23,ATT RAPE 1ST|C,2
23,ATT RAPE 2ND|E,1
23,ATT ROBBERY 1ST|C,7
23,ATT ROBBERY 2ND|D,17
23,ATT ROBBERY 3RD|E,3
23,ATT SEX OFF REG VIOL-2ND OFFENSE|E,1
23,ATT SEXUAL ABUSE 1ST|E,6
23,ATT SODOMY 1ST|C,3
23,AUTO STRIPPING 2ND|E,2
23,BURGLARY 1ST|B,3
23,BURGLARY 2ND SUB 1|C,1
23,BURGLARY 2ND SUB 2|C,1
23,BURGLARY 2ND|C,15
23,BURGLARY 3RD|D,26
23,CONSPIRACY 2ND|B,6
23,COURSE SEX CONDUCT-CHILD 1ST|B,2
23,COURSE SEX CONDUCT-CHILD 2ND|D,1
23,CRIM CONTEMPT 1ST|E,6
23,CRIM MISCHIEF 3RD|E,2
23,CRIM POSS CONTR SUBSTANCE 2ND|A2,19
23,CRIM POSS CONTR SUBSTANCE 3RD|B,35
23,CRIM POSS CONTR SUBSTANCE 4TH|C,11
23,CRIM POSS CONTR SUBSTANCE 5TH|D,24
23,CRIM POSS FORGED INST 2ND|D,4
23,CRIM POSS MARIHUANA 1ST|C,1
23,CRIM POSS MARIHUANA 3RD|E,2
23,CRIM POSS STOLEN PROP 3RD|D,7
23,CRIM POSS STOLEN PROP 4TH|E,7
23,CRIM POSS WEAP 2ND|C,1
23,CRIM POSS WEAP 3RD SUB 1 2 3|D,3
23,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,11
23,CRIM SALE CONTR SUBS - SCHOOL|B,5
23,CRIM SALE CONTR SUBSTANCE 1ST|A1,1
23,CRIM SALE CONTR SUBSTANCE 2ND|A2,16
23,CRIM SALE CONTR SUBSTANCE 3RD|B,60
23,CRIM SALE CONTR SUBSTANCE 4TH|C,1
23,CRIM SALE CONTR SUBSTANCE 5TH|D,60
23,CRIM SALE OF FIREARM 3 PRE-06|D,1
23,CRIM USE OF FIREARMS 2ND|C,1
23,CRIM USURY 1ST|C,1
23,DRIV IMP/DRUGS-2ND OFFENSE|E,1
23,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,17
23,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,14
23,ENTERPRISE CORRUPTION|B,1
23,FALSIFY BUSINESS RECORDS 1ST|E,1
23,FORGERY 2ND|D,5
23,GANG ASSAULT 1ST|B,2
23,GRAND LARCENY - AUTO 3RD|D,1
23,GRAND LARCENY - AUTO 4TH|E,3
23,GRAND LARCENY - NOT AUTO 2ND|C,5
23,GRAND LARCENY - NOT AUTO 3RD|D,8
23,GRAND LARCENY - NOT AUTO 4TH|E,22
23,IMIT CONTROL SUBS-2ND VIOL|E,1
23,INCEST|E,1
23,INTIMIDATE VICTIM/WITNESS 3RD|E,1
23,JO - MURDER 2ND|A1,1
23,JO - ROBBERY 1ST|B,3
23,JO - ROBBERY 2ND|C,1
23,KIDNAPPING 1ST|A1,1
23,MANSLAUGHTER 1ST|B,15
23,MANSLAUGHTER 2ND|C,4
23,MURDER 2ND|A1,9
23,RAPE 1ST|B,2
23,RAPE 2ND|D,3
23,RAPE 3RD|E,4
23,RECKLESS ENDANGERMENT 1ST|D,4
23,RELEASE OF SOLID WASTE 2ND OFF|E,1
23,ROBBERY 1ST|B,38
23,ROBBERY 2ND|C,9
23,ROBBERY 3RD|D,15
23,SCHEME TO DEFRAUD 1ST|E,1
23,SEX OFF REG VIOL-2ND OFFENSE|D,2
23,SEXUAL ABUSE 1ST|D,13
23,SODOMY 1ST|B,6
23,SODOMY 2ND|D,2
23,SODOMY 3RD|E,3
23,UNAUTH USE OF MV 2ND|E,3
23,USE OF CHILD IN A SEXUAL PERF|C,1
23,VEHICULAR MANSLAUGHTER 2ND|D,2
23,WELFARE FRAUD 4TH|E,1
24,AGG UNLIC OPER MV 1ST|E,4
24,AGGRAVATED CRIM CONTEMPT|D,1
24,AGGRAVATED SEXUAL ABUSE 1ST|B,1
24,ARSON 2ND|B,1
24,ARSON 4TH|E,1
24,ASSAULT 1ST|B,3
24,ASSAULT 2ND (HATE CRIME)|C,1
24,ASSAULT 2ND|D,19
24,ATT ARSON 2ND|C,1
24,ATT ARSON 3RD|D,1
24,ATT ASLT:POLICE OFF/FIREMAN/EMT|D,1
24,ATT ASSAULT 1ST|C,7
24,ATT ASSAULT 2ND|E,10
24,ATT BURGLARY 1ST|C,1
24,ATT BURGLARY 2ND|D,13
24,ATT BURGLARY 3RD|E,8
24,ATT CONSPIRACY 2ND|C,1
24,ATT CRIM MISCHIEF 2ND|E,2
24,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,18
24,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,8
24,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,15
24,ATT CRIM POSS FORGED INST 2ND|E,4
24,ATT CRIM POSS STOLEN PROP 3RD|E,1
24,ATT CRIM POSS WEAP 2ND|D,2
24,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,5
24,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,6
24,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,49
24,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,12
24,ATT CRIM SALE FIREARM 2ND|D,1
24,ATT ENTERPRISE CORRUPTION|C,2
24,ATT FORGERY 2ND|E,4
24,ATT GANG ASSAULT 1ST|C,1
24,ATT GRAND LARCENY - AUTO 3RD|E,1
24,ATT GRAND LARCENY - NOT AUTO 3RD|E,1
24,ATT MURDER 2ND|B,8
24,ATT PROM PROSTITUTION 2ND|D,1
24,ATT RAPE 2ND|E,3
24,ATT ROBBERY 1ST|C,10
24,ATT ROBBERY 2ND|D,17
24,ATT ROBBERY 3RD|E,16
24,ATT SEXUAL ABUSE 1ST|E,6
24,ATT SODOMY 1ST|C,2
24,ATT UNAUTH USE OF MV 1ST|E,1
24,AUTO STRIPPING 2ND|E,2
24,BURGLARY 1ST|B,8
24,BURGLARY 2ND SUB 2|C,2
24,BURGLARY 2ND|C,14
24,BURGLARY 3RD|D,19
24,CONSPIRACY 2ND|B,3
24,COURSE SEX CONDUCT-CHILD 1ST|B,2
24,COURSE SEX CONDUCT-CHILD 2ND|D,1
24,CRIM CONTEMPT 1ST|E,9
24,CRIM FACILITATION 2ND|C,1
24,CRIM MISCHIEF 3RD|E,1
24,CRIM NEGLIGENT HOMICIDE|E,1
24,CRIM POSS CONTR SUBSTANCE 1ST|A1,1
24,CRIM POSS CONTR SUBSTANCE 2ND|A2,20
24,CRIM POSS CONTR SUBSTANCE 3RD|B,37
24,CRIM POSS CONTR SUBSTANCE 4TH|C,6
24,CRIM POSS CONTR SUBSTANCE 5TH|D,39
24,CRIM POSS FORGED INST 1ST|C,1
24,CRIM POSS FORGED INST 2ND|D,4
24,CRIM POSS MARIHUANA 2ND|D,1
24,CRIM POSS MARIHUANA 3RD|E,1
24,CRIM POSS STOLEN PROP 3RD|D,5
24,CRIM POSS STOLEN PROP 4TH|E,8
24,CRIM POSS WEAP 1ST|B,1
24,CRIM POSS WEAP 2ND|C,7
24,CRIM POSS WEAP 3RD SUB 1 2 3|D,1
24,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,12
24,CRIM SALE CONTR SUBS - SCHOOL|B,2
24,CRIM SALE CONTR SUBSTANCE 2ND|A2,16
24,CRIM SALE CONTR SUBSTANCE 3RD|B,57
24,CRIM SALE CONTR SUBSTANCE 4TH|C,4
24,CRIM SALE CONTR SUBSTANCE 5TH|D,59
24,CRIM SALE MARIHUANA 3RD|E,2
24,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,12
24,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,18
24,ENTERPRISE CORRUPTION|B,8
24,FALSELY REPORTING INCIDENT 1ST|E,1
24,FORGERY 2ND|D,5
24,GRAND LARCENY - AUTO 3RD|D,2
24,GRAND LARCENY - NOT AUTO 2ND|C,5
24,GRAND LARCENY - NOT AUTO 3RD|D,9
24,GRAND LARCENY - NOT AUTO 4TH|E,22
24,JO - ASSAULT 1ST|B,1
24,KIDNAPPING 1ST|A1,1
24,LV SCENE OF ACC W/O REPORTING|E,2
24,MANSLAUGHTER 1ST|B,10
24,MANSLAUGHTER 2ND|C,2
24,MURDER 1ST|A1,3
24,MURDER 2ND|A1,12
24,RAPE 1ST|B,9
24,RAPE 2ND|D,6
24,RAPE 3RD|E,7
24,RECKLESS ENDANGERMENT 1ST|D,3
24,ROBBERY 1ST|B,25
24,ROBBERY 2ND|C,15
24,ROBBERY 3RD|D,12
24,SCHEME TO DEFRAUD 1ST|E,1
24,SEX OFF REG VIOL-2ND OFFENSE|D,2
24,SEXUAL ABUSE 1ST|D,7
24,SODOMY 1ST|B,4
24,SODOMY 2ND|D,2
24,SODOMY 3RD|E,2
24,VEHICULAR MANSLAUGHTER 2ND|D,2
25,AGG UNLIC OPER MV 1ST|E,3
25,ARSON 2ND|B,2
25,ASSAULT 1ST|B,13
25,ASSAULT 1ST|C,3
25,ASSAULT 2ND|D,31
25,ATT AGGRAVATED ASSAULT/PEACE OFF.|C,1
25,ATT ARSON 2ND|C,1
25,ATT ASSAULT 1ST|C,8
25,ATT ASSAULT 2ND|E,12
25,ATT BURGLARY 1ST|C,1
25,ATT BURGLARY 2ND|D,21
25,ATT BURGLARY 3RD|E,9
25,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,13
25,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,7
25,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,10
25,ATT CRIM POSS FORGED INST 2ND|E,3
25,ATT CRIM POSS STOLEN PROP 3RD|E,2
25,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,6
25,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,8
25,ATT CRIM SALE CONTR SUBS - SCHOOL|C,1
25,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,58
25,ATT CRIM SALE CONTR SUBSTANCE 4TH|D,1
25,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,16
25,ATT DISSEM INDECENT MAT MINOR 1ST|E,1
25,ATT FORGERY 2ND|E,2
25,ATT GRAND LARCENY - AUTO 3RD|E,1
25,ATT GRAND LARCENY - NOT AUTO 2ND|D,1
25,ATT GRAND LARCENY - NOT AUTO 3RD|E,4
25,ATT JO - MURDER 2ND|B,1
25,ATT KIDNAPPING 2ND|C,1
25,ATT MANSLAUGHTER 1ST|C,1
25,ATT MURDER 1ST|A1,1
25,ATT MURDER 2ND|B,8
25,ATT RAPE 1ST|C,2
25,ATT RECKLESS ENDANGERMENT 1ST|E,1
25,ATT ROBBERY 1ST|C,15
25,ATT ROBBERY 2ND|D,19
25,ATT ROBBERY 3RD|E,6
25,ATT SEXUAL ABUSE 1ST|E,3
25,AUTO STRIPPING 2ND|E,3
25,BAIL JUMPING 2ND|E,1
25,BURGLARY 1ST|B,7
25,BURGLARY 2ND|C,15
25,BURGLARY 3RD|D,25
25,CONSPIRACY 2ND|B,4
25,CONSPIRACY 4TH|E,2
25,COURSE SEX CONDUCT-CHILD 1ST|B,2
25,COURSE SEX CONDUCT-CHILD 2ND|D,1
25,CRIM CONTEMPT 1ST|E,7
25,CRIM FACILITATION 2ND|C,1
25,CRIM IMPERSONATION 1ST|E,1
25,CRIM MISCHIEF 2ND|D,1
25,CRIM MISCHIEF 3RD|E,1
25,CRIM NEGLIGENT HOMICIDE|E,1
25,CRIM POSS CONTR SUBSTANCE 1ST|A1,1
25,CRIM POSS CONTR SUBSTANCE 2ND|A2,38
25,CRIM POSS CONTR SUBSTANCE 3RD|B,51
25,CRIM POSS CONTR SUBSTANCE 4TH|C,7
25,CRIM POSS CONTR SUBSTANCE 5TH|D,36
25,CRIM POSS FORGED INST 2ND|D,4
25,CRIM POSS MARIHUANA 2ND|D,1
25,CRIM POSS MARIHUANA 3RD|E,1
25,CRIM POSS STOLEN PROP 3RD|D,4
25,CRIM POSS STOLEN PROP 4TH|E,6
25,CRIM POSS WEAP 2ND|C,5
25,CRIM POSS WEAP 3RD SUB 1 2 3|D,4
25,CRIM POSS WEAP 3RD SUB 4-8 VFO|D,11
25,CRIM SALE CONTR SUBS - SCHOOL|B,8
25,CRIM SALE CONTR SUBSTANCE 2ND|A2,14
25,CRIM SALE CONTR SUBSTANCE 3RD|B,73
25,CRIM SALE CONTR SUBSTANCE 4TH|C,3
25,CRIM SALE CONTR SUBSTANCE 5TH|D,61
25,CRIM SALE MARIHUANA 3RD|E,1
25,DWI:ALCOHOL/DRUGS-2ND OFFENSE|E,13
25,DWI:ALCOHOL/DRUGS-3RD OFFENSE|D,16
25,ENTERPRISE CORRUPTION|B,1
25,FORGERY 2ND|D,6
25,GANG ASSAULT 1ST|B,1
25,GRAND LARCENY - AUTO 3RD|D,3
25,GRAND LARCENY - AUTO 4TH|E,2
25,GRAND LARCENY - NOT AUTO 1ST|B,2
25,GRAND LARCENY - NOT AUTO 2ND|C,5
25,GRAND LARCENY - NOT AUTO 3RD|D,5
25,GRAND LARCENY - NOT AUTO 4TH|E,18
25,JO - MURDER 2ND|A1,2
25,JO - ROBBERY 1ST|B,2
25,MANSLAUGHTER 1ST|B,12
25,MANSLAUGHTER 2ND|C,4
25,MURDER 1ST|A1,3
25,MURDER 2ND|A1,15
25,OFFER FALSE INST FILING 1ST|E,2
25,POSS A SEX PERF BY A CHILD|E,1
25,POSS OBSCENE SEX PERF BY CHILD|E,2
25,PROM PRISON CONTRABAND 1ST|D,1
25,RAPE 1ST|B,8
25,RAPE 2ND|D,4
25,RAPE 3RD|E,9
25,RECKLESS ENDANGERMENT 1ST|D,9
25,ROBBERY 1ST|B,29
25,ROBBERY 2ND SUB 1|C,1
25,ROBBERY 2ND SUB 2 3|C,1
25,ROBBERY 2ND|C,19
25,ROBBERY 3RD|D,12
25,SEXUAL ABUSE 1ST|D,10
25,SODOMY 1ST|B,5
25,SODOMY 2ND|D,1
25,SODOMY 3RD|E,3
25,TAMPER WITH PHYS EVIDENCE|E,1
25,VEHICULAR ASSAULT 2ND|E,1
26,AGG UNLIC OPER MV 1ST|E,4
26,AGGRAVATED CRIM CONTEMPT|D,1
26,ARSON 2ND|B,1
26,ARSON 4TH|E,1
26,ASSAULT 1ST|B,10
26,ASSAULT 2ND|D,23
26,ATT ARSON 2ND|C,2
26,ATT ARSON 3RD|D,1
26,ATT ASSAULT 1ST|C,8
26,ATT ASSAULT 2ND|E,11
26,ATT BURGLARY 2ND SUB 2|D,1
26,ATT BURGLARY 2ND|D,11
26,ATT BURGLARY 3RD|E,17
26,ATT COURSE SEX CONDUCT-CHILD 1ST|C,1
26,ATT CRIM POSS CONTR SUBSTANCE 2ND|A2,2
26,ATT CRIM POSS CONTR SUBSTANCE 3RD|C,13
26,ATT CRIM POSS CONTR SUBSTANCE 4TH|D,5
26,ATT CRIM POSS CONTR SUBSTANCE 5TH|E,10
26,ATT CRIM POSS FORGED INST 2ND|E,5
26,ATT CRIM POSS STOLEN PROP 3RD|E,2
26,ATT CRIM POSS WEAP 2ND|D,1
26,ATT CRIM POSS WEAP 3RD SUB 1 2 3|E,4
26,ATT CRIM POSS WEAP 3RD SUB 4-8 VFO|E,7
26,ATT CRIM SALE CONTR SUBS - SCHOOL|C,1
26,ATT CRIM SALE CONTR SUBSTANCE 3RD|C,48
26,ATT CRIM SALE CONTR SUBSTANCE 5TH|E,16
26,ATT ENTERPRISE CORRUPTION|C,4
26,ATT FORGERY 2ND|E,3
26,ATT GANG ASSAULT 2ND|D,1
26,ATT GRAND LARCENY - NOT AUTO 3RD|E,3
26,ATT MURDER 2ND|B,12
26,ATT PROM PRISON CONTRABAND 1ST|E,1
26,ATT RECKLESS ENDANGERMENT 1ST|E,2
26,ATT ROBBERY 1ST|C,11
26,ATT ROBBERY 2ND|D,21
26,ATT ROBBERY 3RD|E,10
26,ATT SEXUAL ABUSE 1ST|E,2
26,ATT SODOMY 1ST|C,3
26,BURGLARY 1ST|B,5
26,BURGLARY 2ND|C,13
26,BURGLARY 3RD|D,27
26,COERCION 1ST|D,1
26,CONSPIRACY 2ND|B,5
26,COURSE SEX CONDUCT-CHILD 1ST|B,1
26,COURSE SEX CONDUCT-CHILD 2ND|D,2
26,CRIM CONTEMPT 1ST|E,4
26,CRIM MISCHIEF 3RD|E,3
